Character
่
ᐊ
智
ấ
シ
・
ɲ
Պ
Բ
პ
대
འ
ɣ
∆
成
민
朝
원
长
Ы
च
星
ᑦ
津
士
ɐ
♠
ứ
ป
ۇ
지
য
ல
健
ា
博
史
ʷ
男
ջ
가
歌
ც
ჭ
共
機
世
제
џ
八
ذ
ธ
Ῥ
Գ
學
ল
ھ
波
ẹ
¥
จ
前
仙
重
ް
ි
ර
⁄
元
̪
鈴
恵
昌
泰
特
府
선
ẞ
家
ค
ܝ
ღ
戸
হ
レ
ء
剛
ያ
ྱ
‐
尔
友
茂
ớ
俊
コ
多
չ
ަ
杉
ハ
池
院
あ
স
易
Ḫ
ծ
도
나
강
서
성
達
語
が
ǟ
ђ
Њ
̩
ῥ
ᓇ
九
진
浦
গ
ɒ
ӣ
百
ེ
아
目
ศ
ウ
つ
ҙ
ड
倉
こ
キ
那
﻿
♭
ު
立
春
ক
彦
宏
渡
်
死
坂
▄
ճ
하
사
은
기
ὅ
ҷ
ந
រ
ស
ờ
ይ
峰
沙
忠
剣
ɤ
古
言
性
羅
인
沢
ụ
航
ष
オ
岩
洋
貴
輝
ȟ
镇
奈
ḻ
。
̓
우
천
로
ყ
汉
関
風
月
師
帝
ܐ
老
宗
時
ὄ
영
佛
瀬
አ
能
間
根
⁰
Ź
テ
黑
族
黒
も
さ
ŕ
Ď
戦
我
މ
න
チ
プ
グ
Ṣ
ҕ
ҥ
ʌ
孝
Ն
ẽ
愛
富
介
化
ひ
ら
え
七
火
ὖ
ἱ
ĉ
ẵ
Ղ
ไ
ម
ុ
수
ǃ
ᒃ
夏
少
麻
万
屋
功
色
წ
ር
克
ት
く
刘
章
裕
宇
ɯ
ち
徳
甲
町
徐
ে
勝
知
ダ
ツ
Ь
米
ィ
박
ய
可
近
ත
个
÷
計
ู
楊
̨
ⵏ
∀
국
ལ
ŗ
ὠ
현
草
ῳ
ὔ
音
າ
Լ
別
ត
ܘ
Ô
ḯ
ΐ
장
張
经
،
ژ
軍
湯
気
ἁ
Υ
Ò
Ό
じ
张
җ
豊
場
優
は
見
ᑎ
出
ᐅ
雪
胡
প
昭
ץ
ግ
ै
އ
秀
デ
園
Դ
主
象
相
《
》
ṉ
ǧ
戰
電
所
敏
！
ҧ
浩
세
남
소
일
台
君
玄
东
ἕ
ὕ
ὺ
藏
ở
ະ
ာ
红
̥
∨
ᓗ
廣
登
サ
想
‬
輪
巴
ཁ
氏
者
德
ྒ
โ
ภ
ን
Փ
湖
ẓ
ご
メ
居
ĺ
紅
Ἡ
趙
신
年
秋
়
জ
ል
ỳ
ක
次
ャ
Տ
走
館
慶
ゅ
岸
혜
ɖ
■
れ
遠
ය
塔
常
ত
力
爱
以
勇
謙
実
ϕ
界
蛋
糕
ձ
해
공
여
ྲ
玉
毛
⊂
通
丸
ἑ
ສ
ລ
န
ू
자
濟
ី
動
⅔
⊆
磨
術
ী
陰
阳
थ
矢
墨
画
峡
ⲟ
ⲁ
Ё
ษ
ณ
།
ራ
阪
泉
管
朗
马
པ
ủ
ニ
黄
ख
้
ข
技
Ђ
氣
ᔪ
ᑕ
酒
ム
Է
引
寺
若
‍
提
Ռ
彌
陳
ீ
Ọ
ප
ュ
ɟ
陈
ピ
Խ
尾
土
心
宝
ே
Љ
ভ
ポ
ョ
ӈ
书
傳
同
ස
규
ǀ
ǁ
ญ
₃
ḡ
ʽ
 
佑
է
ֲ
라
다
부
梅
省
∼
ई
教
バ
布
양
ἶ
ິ
Ў
ழ
ܪ
 
ậ
形
Ḳ
ך
ᓄ
중
路
雲
연
蓮
ӑ
觀
ܠ
ባ
夷
書
絵
ወ
ɜ
洲
⌜
⌝
Ӱ
ʀ
ミ
龙
ཀ
珠
會
ⁿ
军
़
आ
喜
ள
広
央
横
支
け
や
ᐃ
ズ
ञ
แ
齐
ˁ
輔
오
스
慎
解
齊
魏
セ
雨
派
如
拉
摩
ண
ދ
ለ
焼
⇒
開
ự
菊
ビ
回
賀
陸
寛
分
作
打
装
せ
嶋
革
命
Џ
崇
半
指
須
Թ
呼
赤
亮
弥
温
ԓ
菜
洪
夢
順
守
角
ṓ
不
ো
未
예
科
誠
維
재
ǂ
穂
悟
魚
蔵
효
치
태
益
백
마
무
화
전
철
蔣
縣
ˑ
仮
系
聖
先
∩
∧
韓
Ė
Į
伟
杨
ῇ
寶
ẻ
ວ
္
င
း
ရ
उ
ŵ
嘉
문
恩
岳
송
᾽
ӱ
ླ
舞
源
∅
ስ
澳
门
ཚ
ܡ
唐
で
竹
照
劉
丁
純
組
ट
ཇ
ڈ
希
్
ᠠ
鹿
陀
ワ
鎌
ɳ
ؤ
　
皇
座
ᑐ
็
ܫ
ܢ
Ѣ
巻
足
ケ
‟
ᓯ
ᑲ
ᒥ
孫
頭
̈
来
আ
ை
基
ම
መ
ភ
ろ
ば
ក
ノ
鎖
板
格
圭
吳
ќ
ʧ
Ŭ
ট
শ
ং
ዊ
ェ
ங
Օ
Ï
エ
念
孙
ブ
朱
Ո
紗
菅
越
达
奇
卦
過
賊
抽
桑
、
ව
ල
 
ⴷ
究
್
羽
今
恒
修
々
ⵉ
ḏ
ը
호
두
고
보
상
釜
语
普
方
振
ʑ
Ἴ
울
Ð
노
권
ἵ
♀
ĥ
ນ
ດ
ေ
興
ṟ
柔
‛
∪
ɕ
ἤ
ӯ
ᑭ
종
ረ
战
时
용
포
影
ガ
ǿ
棋
ཆ
禪
後
ኢ
昆
菩
Ӓ
Ἠ
Ἔ
ถ
乌
鲁
球
Ê
Ү
玛
Ŗ
ཤ
许
ḱ
読
ず
臨
起
（
气
Ћ
葛
ᓂ
ᔭ
ᖏ
ᓕ
鳥
蘭
善
離
鱼
ͤ
望
伽
̊
乐
庆
す
洞
ማ
ዮ
彩
ំ
第
モ
그
义
Զ
ງ
右
党
甘
哈
岛
ゆ
御
ণ
ਿ
入
訓
令
ු
ග
堂
舒
ざ
ヤ
事
よ
ែ
ɸ
充
ᱤ
兵
경
身
旅
裏
擒
パ
震
発
賞
চ
̽
辺
ਰ
集
团
ⵓ
⾝
비
준
희
动
进
最
₁
ஸ
˙
伸
晃
好
に
ⵔ
⇄
ⵜ
ӏ
ክ
학
교
윤
昊
과
름
단
광
级
ʎ
̶
業
憲
呂
祭
ȫ
북
ĝ
ŝ
ທ
ຊ
ົ
ྡ
ហ
銀
現
納
取
餘
↓
ብ
諸
扬
평
油
ठ
短
청
交
ⲥ
满
⊢
ӹ
Ӧ
Ί
ׂ
Ń
陵
冰
岭
織
熊
奥
邦
ి
త
浅
ደ
ቱ
ም
អ
ង
密
伯
亞
广
♂
浜
沼
を
わ
研
工
流
着
ċ
ᓴ
¢
ɦ
盤
∗
圓
ᛁ
庄
ۆ
ἦ
親
蜜
桃
寿
घ
施
ề
ބ
ލ
ජ
そ
ီ
ף
⊕
故
ພ
進
辉
淳
孟
ǚ
並
夜
ɫ
址
坪
延
ਨ
ਹ
貝
ょ
ඩ
芳
头
借
尚
蔡
ខ
逸
ా
Շ
敬
ソ
ἅ
範
ȝ
ບ
ຍ
股
限
街
Ѓ
块
황
數
虎
欲
為
堀
乾
미
貞
灣
ृ
苦
亲
ܕ
佳
砲
ມ
ӓ
栄
Ɔ
吾
植
汗
妃
肥
유
細
ﬂ
ɗ
ṗ
ʋ
嚴
外
邊
篤
彰
哲
柿
聡
ವ
ጵ
트
亥
衣
量
최
只
放
条
個
₴
록
삼
에
을
랑
话
辖
盟
͍
̞
備
制
育
団
畳
端
尼
萬
旗
ℝ
ἥ
ῃ
식
ု
က
ည
Ҷ
특
별
ㅡ
乱
占
首
ợ
Ἥ
ჟ
ێ
ሥ
ላ
ᕗ
商
侯
官
Ă
₠
금
악
瑞
운
臺
楚
碁
圍
切
ぎ
弓
室
錢
ⲩ
ⲉ
ⲙ
ⲛ
ⲓ
漠
ۍ
Ӹ
ѹ
ዝ
て
蜀
ﬀ
兴
轄
蒙
ȯ
ȭ
ణ
蘇
ヶ
ྗ
瑠
凱
斗
ᠯ
ې
連
珍
杏
札
幌
勢
荒
静
っ
枝
ܥ
Ċ
ۈ
嶽
景
ᓐ
ᐆ
ᖕ
ᐱ
ᓪ
稲
云
説
編
燕
熙
ὦ
방
潭
后
इ
ङ
娜
黃
般
Ἁ
依
开
ി
്
曹
Ք
殊
ই
慈
母
ஜ
Ի
ޫ
ނ
හ
ද
□
楽
樂
房
︎
ẩ
賢
円
∴
斯
麿
厦
ާ
ٹ
偉
မ
ắ
ⲃ
早
競
ŧ
宁
Ѫ
網
紫
だ
ホ
潟
斉
电
型
團
付
ヴ
ժ
委
员
의
₩
惠
Ŋ
ʐ
ګ
순
船
犬
叉
Յ
殿
ޙ
ީ
ਸ
ੰ
度
嫩
來
ヘ
බ
萌
際
俱
̮
包
ゴ
髪
突
斐
크
드
宅
段
黎
ᱟ
洱
苏
∇
悠
歩
銃
妹
赵
瑷
Ҡ
撲
留
ເ
珲
射
衛
莊
在
設
殺
羊
混
假
伐
梁
柱
反
篇
郷
ḿ
诗
艮
니
ỹ
ベ
演
強
ိ
യ
ാ
间
祖
ේ
ḇ
ອ
ষ
ধ
Ұ
ﺎ
ਾ
柳
幕
〇
宋
ހ
블
랙
Ɛ
毗
病
ᕕ
記
们
失
環
论
ᵐ
̂
ີ
Ֆ
ֆ
˃
ಕ
ರ
律
ɬ
ɴ
ほ
ѓ
拓
笠
祐
哉
塚
典
毅
増
麗
む
妙
ಶ
ⵟ
ぐ
የ
ិ
ပ
ြ
條
ᾰ
谢
Ἤ
ⵍ
亜
ି
Ἅ
粵
ህ
់
ល
枪
ڠ
塊
隻
ˊ
ǝ
օ
길
위
바
함
데
달
충
ཡ
역
ҭ
列
服
障
節
孔
丘
仲
表
鮮
極
Ę
芝
통
당
淑
征
ὥ
ὗ
ὡ
Ὠ
ἠ
ĵ
ỉ
ỏ
ປ
ໄ
계
စ
ោ
행
ㅎ
ㅏ
ㅇ
建
차
╞
果
圈
ӝ
῾
殷
禮
礼
申
銅
浪
파
坡
鎭
래
粉
ܒ
秦
捉
禅
蝦
腹
脇
差
将
露
ሳ
牙
隅
鏡
媽
閣
ⲧ
拳
位
薩
ܟ
Ҥ
威
ྟ
ཛ
待
∃
Ὀ
含
环
初
ֿ
蘊
ˉ
ྔ
耶
洛
డ
ు
క
ర
梯
数
駒
ྫ
⾦
竜
ᠶ
ᠨ
県
场
छ
ヨ
琵
琶
伏
鶴
苗
姫
岐
ね
ำ
乙
Û
በ
ゼ
Ť
ᖁ
ᓚ
ᐸ
ᐳ
ᾍ
許
风
彭
全
異
晉
話
辛
悲
Չ
Ὕ
ᾳ
Ἱ
峯
牽
倍
晋
ƶ
ᛊ
ᚨ
ᚱ
錦
Ƶ
‿
临
漫
篠
內
ཏ
̡
ന
⼟
案
அ
ெ
潘
ޔ
ሪ
ὤ
ギ
底
ព
算
盘
芸
־
ဝ
ⲡ
緑
₪
ふ
飛
）
봄
ៀ
ប
ѫ
筆
歸
ٰ
遵
⊙
ຫ
榮
鬼
滅
ぶ
恋
め
寧
級
吴
济
항
鸭
Һ
Ӈ
ペ
満
耀
鍋
藍
品
Ŏ
ோ
ூ
模
怀
何
魂
郑
芦
棉
浴
ና
ਮ
ණ
ං
實
任
勒
魔
融
图
辽
用
意
転
眠
ŷ
左
孚
桐
溫
鄭
ヌ
ె
ల
種
靖
局
⊗
ϑ
ɻ
向
頼
柏
￼
然
份
额
卫
产
发
猫
计
传
报
救
勞
劫
聲
笑
攻
還
關
槐
癡
非
腾
季
符
邓
鄧
味
寂
ܵ
ܲ
빈
深
玲
於
戒
ﯩ
艾
策
Ғ
弾
ネ
弦
Ջ
ः
ⵣ
ɹ
食
思
隠
桂
莫
ക
俣
労
ⲇ
習
ˮ
ᑯ
ᕐ
ᓱ
冒
炮
ᵑ
钱
遗
薛
末
督
刺
韋
恨
与
積
雁
석
⁻
ተ
ው
Ꭹ
ɓ
ɽ
̖
Ї
Ծ
Ὄ
ಿ
ು
結
感
而
應
ʏ
య
̑
戏
定
構
均
ළ
∑
遼
悦
淵
己
柴
畑
落
Ĝ
ҫ
傷
與
務
蝶
탄
ກ
翔
핑
雷
鋒
锋
ዘ
Ӑ
寒
ድ
̣
ជ
ណ
즈
타
̝
ӆ
ᠢ
控
猿
聞
₼
ซ
ⵙ
ฒ
⁠
涼
婆
ẏ
키
⼗
忍
乃
梨
⾊
例
論
ຸ
ި
議
채
倭
冦
牛
ҝ
Ѕ
Ҕ
۱
ነ
ቦ
ዳ
ⰰ
再
情
这
没
灾
⦁
헤
腦
亂
尹
致
르
람
으
불
변
심
괴
奉
肇
聰
Ѳ
湾
别
ʝ
考
校
塾
襖
盆
夕
宣
Ų
泽
导
师
领
帅
舵
盧
權
号
초
ὧ
莽
拼
ັ
루
ဒ
အ
徽
흥
ㅊ
ㅋ
ㅌ
ㅍ
ㅈ
ㄱ
ㄷ
ㅂ
ㄲ
ㄸ
ㅃ
ㅆ
ㅉ
ㅓ
ㅣ
ㅜ
ㅗ
ㅐ
ㅑ
ㅒ
ㅔ
ㅕ
ㅖ
ㅘ
ㅙ
ㅚ
ㅛ
ㅝ
ㅞ
ㅟ
ㅠ
ㅢ
ㄴ
건
琢
辰
ӟ
ӥ
ɘ
ӵ
ᕿ
필
ኃ
ገ
ሴ
诸
孤
揚
봉
작
雀
관
冠
鍾
ঙ
간
戶
岷
ӗ
״
争
牟
⼋
囲
峽
群
ぜ
⼤
乘
薙
胴
床
抹
休
浮
ӡ
ኣ
ቅ
対
덕
撃
軽
ⲏ
ⲣ
跆
滿

紙
፡
ῐ
蜻
Ĳ
娄
绿
ए
ཅ
穆
Ǟ
Ȭ
Ḑ
Ȯ
ȱ
ȳ
¸
卓
ौ
溥
☭
జ
ృ
ష
మ
ూ
独
គ
頂


把
ᠰ
ᡠ
桜
ښ
̌
霞
淡
庁
づ
ゐ
ゑ
ぽ
睦
兰
駿
藁
ዲ
試
斬
袴
Ň
Ů
Ὅ
Ǻ
飾
斎
ᕙ
ᒍ
ᕆ
ᑉ
說
紂
竿
ǯ
ᾷ
Ἕ
拏
혈
담
음
ど
ᛏ
ᚲ
霍
瑜
⾏
舍
曼
ཙ
繁
磯
⼼
♍
潜
壽
വ
净
毘
印
উ
ጊ
ྣ
尊
반
ގ
ෂ
᾿
靈
ɵ
♏
坝
洙
阮
ừ
銭
禧
硫
冈
េ
ញ
ެ
ڀ
ٽ
Ⲡ
Ⲁ
悪
游
װ
Ẹ
♮
旭
皆
舎
ູ
料
狂
運
湘
黨
員
蒋
⁶
Ṛ
潮
명
ʕ
Ќ
版
Ù
ǥ
朋
♐
沈
᠋
妖
楠
怡
琳
ँ
专
ヒ
অ
থ
ঠ
鐵
凝
铁
題
垛
ੋ
ਘ
参
助
罗
泊
ổ
犁
托
烤
鴨
ボ
－
店
ච
眼
兼
ᾱ
隈
ۀ
库
干
彼
察
鄂
片
声
昏
黙
ぴ
ᐤ
វ
ϝ
ɭ
顺
禎
찬
열
树
ữ
阜
గ
ḵ
乡
各
曲
操
総
努
爾
父
輩
兄
姉
弟
ǵ
월
℃
ォ
Ϙ
ϙ
ϡ
宙
际
規
카
勘
捨
渇
♈
♋
ѡ
♒
豪
杭
丽
连
得
ٔ
无
發
ા
ત
檀
秘
變
則
瞒
趁
擊
暗
隔
僵
驚
蛇
屍
調
縱
拋
磚
摸
蟬
脱
殼
虢
偷
換
罵
癲
客
灵
种
Ҳ
翼
辞
序
比
畜
隨
頤
升
困
난
너
면
羲
犧
庖
牺
讯
姓
徒
叔
雍
蛊
抱
园
爆
သ
災
杜
于
银
ǩ
営
鉄
ײ
മ
ല
ള
ം
⊻
⩛
尧
棠
堯
楼
难
到
ܬ
稚
ට
ො
岗
勉
Ή
警
ৃ
Ӝ
Ӟ
Ӵ
Ң
Ơ
ﻗ
ਬ
ਦ
ੁ
妮
联
轮
仏
艦
菱
闘
̆
엠
容
요
̰
ओ
글
͎
ཉ
ྐ
顕
옹
ℵ
伍
ɥ
皮
儉
ര
厚
˳
ʂ
改
►
≲
≳
ῤ
ᑰ
ӄ
ӷ
載
齋
쌍
匹
运
ӳ
៊
梦
樓
记
肉
筑
危
候
被
迫
敌
隧
拔
灼
咄
咥
缽
喬
郁
勣
汇
農
持
嵬
裴
评
丛
刊
朴
버
ϵ
̕
Ꭶ
Ꮼ
Ꮒ
Ꭿ
Ꮝ
Ꮧ
ʱ
ᶯ
꞉
ḳ
ʉ
ﾠ
ຂ
້
່
ໍ
ຈ
ʈ
ۋ
ں
ʟ
Ժ
ফ
ಮ
ದ
受
矣
敦
慧
酎
造
♯
祝
壮
范
న
渕
乳
ԥ
Ẓ
侘
ჰ
活
ෙ
ී
ற
ܗ
刚
Ǧ
埃
维
̟
Ἂ
峻
嗣
莉
潤
﨑
巳
素
曽
庭
築
巧
啓
卯
要
暁
沖
又
梶
箕
覇
萩
堅
˥
彥
炳
陆
汤
護
祺
侑
件
ѧ
碗
ਜ
完
経
潛
ਯ
燒
圖
년
息
澄
피
姆
ⵢ
ಾ
凡
ⵊ
籠
ܚ
び
엔
鱲
崔
琦
ゥ
터
֙
Ŝ
兆
យ
လ
ړ
ډ
ទ
뚜
ֱ
凤
ḕ
℣
℟
ᚦ
函
べ
앙
Ἶ
ᠣ
잘
⁸
◦
券
ⴾ
ⵎ
ใ
獨
帆
ぞ
两
ড
ీ
어
綾
咲
吹
ನ
ଡ
଼
ଆ
ሊ
Ӕ
ӕ
處
ꞵ
卵
≫
ڭ
核
貿
খ
룡
홍
⅕
့
복
ⴼ
⎸
ŀ
藐
默
⾒
碧
ℤ
⌈
⌉
盛
ធ
険
步
碑
彫
ザ
暴
ሰ
ሞ
⼊
임
ʦ
ᵒ
ѕ
ⵛ
ⵡ
扶
報
弩
ሽ
喝
ื
ထ
词
詞
桌
颗
顆
瓜
粒
ⰳ
ⰾ
烊
冷
热
陷
是
送
适
尺
器
號
凌
颍
桓
붐
본
린
삭
모
証
׳
逆
애
창
익
물
닳
느
님
만
궁
려
저
갑
른
듯
늘
활
높
없
밝
슴
편
맘
즐
거
采
職
予
午
句
褒
至
읍
입
험
극
润
袖
统
직
할
ℚ
鉉
숙
♄
舟
箭
속
束
ὼ
ῢ
蔚
飯
ˆ
˘
ể
ຕ
판
향
ဆ
ㄹ
ㅁ
ㅅ
ܣ
♇
冥
ₓ
ᑖ
ꦗ
ꦮ
ሌ
監
监
卿
滬
沪
衿
등
蘆
萊
堤
營
蚝
蠔
醬
醤
箸
ཧ
闽
樺
术
‮
儒
阴
釋
迦
围
둑
択
歯
侍
鎧
兜
冑
伎
縄
ҵ
ፈ
쓰
협
목
淸
㎢
Ὦ
Ᾱ
眞
⾔
仑
濠
廟
搏
ཨ
Ⲣ
ⲭ
Ⲭ
戈
壁
亍
彳
䒑
ྭ
⊃
⊣
⊬
折
Ǫ
蜓
蛉
⚡
沱
礱
堆
备
亚
झ
Ȱ
Ȫ
Ȳ
儀
仪
穌
ƞ
ྦ
竞
ే
磐
ሉ
ሩ
ፅ
ፍ
ጠ
⅝
ཕ

ᡥ
ᡳ
῎
涅
槃
傑
।
॥
綱
纲
ฤ
児
諏
訪
猪
ҟ
匝
瑳
ʸ
ṫ
ẟ
ʙ
壱
ぢ
へ

絹
ฐ
陕
协
署
澜
沧
瀾
滄
湄
ử
変
態
稽
袋
Ě
藩
迴
ᐋ
ᑏ
ᒡ
ᙱ
ᒋ
卐
卍
荷
뉴
⁷
₾
兒
儿
鸣
郾
荀
惡
騷
問
庚
鴻
鸿
给
爷
买
Ὁ
瀛
망
穴
윗
晩
혼
묘
ᚷ
ᚢ
ᛉ
ᛞ
锦
涛
濤
₽
麒
麟
汾
喫
ྙ
ཐ
精
閃
沛
旺
⼩
荼
Ὧ
浙
农
架
桥
鮨
ശ
ᾅ
척
栽
⽂
遮
⽇
ǻ
ḁ
畏
‭
獄
扁
ѯ
Ꙗ
ϴ
ặ
軟
软
ஹ
樋
燎
ኀ
∎
臣
῞
霊
♎
濱
壩
汽
恭
厘
瓷
磁
凛
畝
ϭ
ḉ
฿
鎚
妓
壤
馮
冯
怒
ဧ
တ
Ϣ
ϯ
ϩ
ϣ
Ҿ
∫
芭
蕉
蛙
込
浄
겨
♓
Ѭ
随
綏
防
祢
禁
宫
Ẕ
ΰ
巨
刃
資
誕
ᙵ
決
廈
├
鋸
‱
荻
암
Ŧ
Ҋ
Ӆ
Ӎ
Ӊ
Ҏ
Ҍ
Ӭ
ҍ
Ⰶ
ѳ
Ѵ
ѵ
ʨ
ʆ
Ѥ
徹
莆
Ʒ
Ǥ
Ǯ
爺
練
ᠮ
ᡴ
ᡩ
ᡝ
ヱ
ṙ
姚
欣
「
」
杞
憂
琴
箏
洁
宰
荥
严
哦
沒
紐
扣
襯
衫
麥
秸
玫
瑰
ޝ
圧
ዜ
漱
체
聿
銘
庫
胜
衞
珈
琲
Ⅱ
娘
蛸
☌
ἒ
皓
励
勤
现
璠
什
僕
伦
贝
渠
淖
楷
体
茎
圣
注
婚
卜
厵
실
온
Ϝ
Ѯ
ے
Ố
絲
綢
鲍
砂
荫
垣
燦
된
鳩
迅
ᱨ
ᱺ
ᱪ
線
双
℥
怪
盗
ం

赛
钦
鎮
璋
檢
封
廊
坊
⊲
彊
攀
எ
馳
様
릉
ᚼ
ᛒ
Ց
⊥
Ҁ
Ϡ
筵
禰
輸
♑
♉
Ὂ
Ѡ
♌
♊
虹
超
璦
琿
阗
Ӽ
ৎ
遷
迁
幣
屁
ɶ
撫
ﺀ
ॅ
熹
阶
晓
录
辅
甚
❁
ક
ચ
્
છ
ન
ો
અ
ખ
葵
膑
则
其
敵
敗
柑
爻
彖
杂
詩
⇔
钟
坤
屯
需
訟
